Solar,"Solar forecast (Day-Ahead, D-1 18:00)","Solar forecast (Intraday, 8:00)",Solar forecast (Current)
3.5,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3,0,0,0
3.6,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
3.3,0,0,0
3.8,0,0,0
3,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.8,0,0,0
2.7,0,0,0
2.9,0,0,0
2.9,0,0,0
4,0,0,0
3,0,0,0
3,0,0,0
2.8,0,0,0
2.9,0,0,0
4,0,0,0
3.8,0,0,0
3.2,0,0,0
5.9,0,0,0
10.8,78.4,64.3,64.3
51.7,313.9,248.2,243.9
278.3,688.5,531.3,503.2
527.5,1208.9,917.1,859.2
839,1819,1396.4,1348.3
1216.3,2554.6,2017.9,2048.2
1596.2,3359.5,2709.5,2673.7
1969.5,4169,3377.5,3230.1
2335.3,4893.3,3985.6,3690.8
2679,5605.4,4572.2,4193.3
3000.1,6259.3,5123.8,4621.9
3314.3,6838.7,5620.7,4880.8
3641.5,7316,6024.3,5158.3
3908.4,7704.4,6340.8,5198.8
4118,8019.1,6592.1,5332.4
4288,8266.2,6793.4,5467.2
4415.3,8418.6,6944.2,5574
4486.5,8493.1,7007.1,5593.6
4493.1,8503.4,6995.9,5605.6
4427.3,8440.8,6925.4,5582.3
4312,8296.6,6807.7,5470.6
4156.3,8053.5,6570.3,4992.1
3934,7709.4,6246.8,4753.3
3667.8,7264.6,5848.7,4463
3359.6,6739.6,5519.6,4122.7
2989.9,6109.7,4993.5,3701.8
2578.2,5386.6,4404.3,3258.1
2169.1,4624.9,3792.3,2678.2
1754,3839.3,3110,2192.2
1338.2,2938.4,2458.8,1655.7
949.2,2107.7,1753.6,1154.1
582,1331.8,1122.5,740.2
297.3,748.3,651.4,432
111.9,337.7,320.1,221.9
30.9,135.1,132.5,93.9
12.8,37.5,37.5,21.6
5.8,0,0,0
4.6,0,0,0
4.6,0,0,0
6,0,0,0
6.3,0,0,0
3.3,0,0,0
3.8,0,0,0
3.1,0,0,0
6.9,0,0,0
3.2,0,0,0
3.2,0,0,0
2.8,0,0,0
4,0,0,0
2.6,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.8,0,0,0
2.7,0,0,0
2.8,0,0,0
3.5,0,0,0
2.8,0,0,0
3.6,0,0,0
2.9,0,0,0
3.5,0,0,0
3.2,0,0,0
3,0,0,0
3,0,0,0
2.9,0,0,0
3.2,0,0,0
3.2,0,0,0
2.8,0,0,0
3.5,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
3.6,0,0,0
3.3,0,0,0
3,0,0,0
3,0,0,0
3.6,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
3,0,0,0
3.6,0,0,0
3,0,0,0
2.9,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3.2,0,0,0
4.2,0,0,0
5.5,56.7,42.5,42.2
18.4,207.4,145.9,143.2
101.2,442.4,325.7,308.5
216.1,734.7,556.1,532.1
390.3,1101.7,862.9,817.7
634.7,1546,1258.7,1175.2
894.5,2070.1,1703.2,1513.7
1168.7,2550.1,2153.8,1837.7
1448.5,3024.7,2563.8,2135.4
1693.2,3466.4,2974.3,2438.3
1924.3,3903.8,3380.1,2718.3
2130.3,4309.5,3753,2860.3
2288.5,4661.3,4060.9,3060.1
2429.4,4960.8,4311.7,3049.9
2552.3,5209,4523.7,3210.1
2648.8,5428.2,4713.7,3322.6
2750.2,5609.5,4867.5,3412.2
2783.4,5748.9,4981.1,3438.8
2811.3,5828.4,5033.1,3451.5
2803,5856.7,5030.6,3424.7
2758.1,5833.4,5008.1,3368.2
2671.8,5746.9,4943.9,2927.7
2537.4,5578.9,4812,2882.1
2392.6,5342.1,4625.8,2789.6
2202,5016.1,4526.6,2603.8
1995.2,4610.8,4164.5,2345.1
1755.7,4125.1,3717.7,2085.8
1494.1,3593.8,3228.1,1636.9
1214.3,3009.5,2710.8,1352
930.7,2304.6,2092,1060.8
650.5,1679.6,1553.1,780.3
405.3,1093.2,1036.7,528
201.5,638.5,638.1,322.8
72.8,316.4,336.6,166.6
16.5,132.1,144.4,62.9
6.5,36.1,38.9,13.9
3.5,0,0,0
3.6,0,0,0
3.4,0,0,0
4,0,0,0
3.9,0,0,0
3.1,0,0,0
3,0,0,0
3.7,0,0,0
3.7,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
4,0,0,0
2.9,0,0,0
2.9,0,0,0
3,0,0,0
2.9,0,0,0
3.4,0,0,0
3,0,0,0
2.8,0,0,0
3.5,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
3.3,0,0,0
3,0,0,0
3.4,0,0,0
3.1,0,0,0
3,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
3.6,0,0,0
3.6,0,0,0
3.6,0,0,0
2.9,0,0,0
2.7,0,0,0
3.7,0,0,0
3.7,0,0,0
2.9,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
3.5,0,0,0
2.7,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
2.8,0,0,0
2.7,0,0,0
2.8,0,0,0
3,0,0,0
4.8,0,0,0
23.6,69.3,58.5,58.8
112.2,263.8,229.1,214.1
307.9,575.5,538.5,498.8
610.9,1002.9,969.5,907.2
1061.1,1539,1484.1,1444.1
1644.6,2171,2130.6,2069.3
2164.5,2870.7,2836.6,2702
2681.2,3550.6,3554.8,3241.2
3205.2,4200.4,4219.2,3782
3742.1,4803.1,4860.1,4300.8
4283.4,5367.4,5473.8,4794.4
4795.2,5887.8,6044,5150.4
5442.2,6347.2,6541.9,5610.7
5973.6,6763.3,6977.5,5977.2
6422.9,7105.1,7331.3,6370.8
6701.5,7383.8,7621.7,6760.2
7006.1,7560.8,7816.9,7100.6
7214.6,7662.8,7955.6,7363.4
7262.3,7675.2,7999.1,7473.3
7212.5,7607.1,7940.6,7509.5
7111.5,7488.3,7805.7,7411.7
6931.8,7316.8,7578,7048.9
6631.9,7050.2,7249,6805.3
6296.1,6689.3,6827.5,6419
5956.2,6243.2,5979.7,5974.9
5549.6,5684.5,5438.6,5428.7
5040.8,5019.6,4804,4832.2
4413.1,4308.4,4133,4127.2
3710.5,3586.7,3445.9,3488.7
3006.2,2830.2,2733.2,2773.1
2304.4,2097.9,2048,2072.4
1616.2,1417.8,1386.9,1434.7
956.2,852.4,849.8,897.6
427.2,415,427.5,467.9
103.5,152.7,163.9,182.2
24.7,35.7,41,34.1
4.5,0.5,1.3,6.7
3.6,0,0,0
4.1,0,0,0
4,0,0,0
4.5,0,0,0
3.2,0,0,0
3.9,0,0,0
3,0,0,0
4.3,0,0,0
3,0,0,0
2.9,0,0,0
2.7,0,0,0
3.5,0,0,0
2.7,0,0,0
2.8,0,0,0
2.9,0,0,0
3.5,0,0,0
3.2,0,0,0
2.8,0,0,0
2.8,0,0,0
3.5,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
3.5,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
3.7,0,0,0
3.5,0,0,0
3.1,0,0,0
3.1,0,0,0
3.6,0,0,0
2.9,0,0,0
3,0,0,0
3.1,0,0,0
3.7,0,0,0
3.7,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
2.9,0,0,0
3,0,0,0
2.9,0,0,0
3,0,0,0
3.1,0,0,0
3.6,0,0,0
2.6,0,0,0
2.7,0,0,0
3.8,0,0,0
4,0,0,0
2.9,0,0,0
2.8,0,0,0
7.5,0,0,0
4.7,0,0,0
2.7,0,0,0
2.8,0,0,0
3.4,0,0,0
7.3,0,0,0
8,56.9,58.8,53.8
45,218.6,210.7,191
186.9,526.9,521.7,480.7
419.3,946,947.3,899.9
738.1,1431.4,1441.4,1370.4
1166.8,2011.6,2029.8,1921.9
1565.9,2572,2677.8,2403.2
1982.6,3133.6,3298,2867.5
2496.3,3643.4,3888.7,3360.7
3015.6,4117.9,4455.9,3813.2
3476.4,4532.8,4963,4216.9
3841.8,4885.4,5388.1,4479.8
4247,5169.9,5718.1,4781.1
4665.7,5382.7,5966.1,4879.8
4920.1,5514.3,6097,4930
5091.5,5586.9,6140.4,5044.1
5213.8,5603.3,6147.8,5070
5154.6,5586.2,6111.3,5119.1
5081.3,5495.8,6001.9,5122.6
4935.3,5349.9,5827.2,5034
4741.4,5179.8,5599,4902.6
4503.7,4991.4,5361.3,4586.6
4129.2,4754.3,5064.4,4303.5
3663.9,4471.8,4712.5,4009.2
3249.6,4152.1,4346.4,3704.5
2848.6,3789.3,3919.6,3309.4
2390.7,3360.5,3439.4,2831.3
1993.8,2892.5,2938.8,2213.9
1579.1,2401.2,2430.6,1789.5
1196.7,1879.6,1897.8,1329.1
844.1,1421.6,1447.2,914.1
536.7,940.5,974.7,597.1
299.7,564.7,590.3,347.6
125.2,288.9,303.3,166.8
32.8,120.8,124.2,64.4
6.9,31.6,29.6,15.8
3.7,5.5,2.4,2.3
3.5,0,0,0
3.4,0,0,0
4,0,0,0
3.2,0,0,0
3.8,0,0,0
3,0,0,0
2.9,0,0,0
3.5,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
3.6,0,0,0
3.7,0,0,0
2.9,0,0,0
2.9,0,0,0
3.7,0,0,0
3,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
3.6,0,0,0
3.5,0,0,0
3.5,0,0,0
3.4,0,0,0
2.7,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
3.5,0,0,0
3.7,0,0,0
2.9,0,0,0
2.9,0,0,0
3.6,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3.6,0,0,0
3.6,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3.7,0,0,0
3.9,0,0,0
2.9,0,0,0
2.8,0,0,0
2.8,0,0,0
3.6,0,0,0
2.8,0,0,0
3.1,0,0,0
3.3,0,0,0
5,0,0,0
16,77,69.4,70.1
86,295.2,240.2,241.5
276.2,616.8,487.9,477.6
560.4,1044.8,844.4,832.9
954,1569.8,1274.7,1290.7
1415,2196.6,1828.4,1850.5
1898.9,2865.6,2439.3,2433.3
2384.2,3527,3012.1,2935.8
2868.4,4149.7,3540.2,3432.6
3325.3,4708.6,4055,3874.9
3788.4,5198.9,4540.6,4323.9
4231.5,5621.1,4985.8,4655.8
4621.1,5967.7,5361.5,5082.1
5048.6,6254.7,5676.5,5349.3
5510.1,6498.4,5942.1,5682.1
5874.2,6718.4,6197,6045.9
6202.2,6907.5,6414.4,6392.1
6597.4,7063.3,6584.9,6719.1
6938.4,7143.1,6683.5,6917
7236.4,7150.8,6715.3,7009.1
7403.1,7109.1,6670.2,7024.8
7507.9,6997.7,6553.3,6792.5
7268.7,6790.2,6332.1,6715.7
6804.6,6498.9,6026.3,6575.6
6411.1,6139.9,5581,6324.2
5939.9,5694.3,5157.4,5877.6
5419.2,5137.1,4640.5,5232.5
4812,4496,4058.9,4647.8
4052.6,3801.5,3431.2,3930.1
3292.7,3041.6,2719.1,3213.7
2561.6,2288,2069,2437.4
1801.5,1578.2,1424.9,1669.5
1081.3,1001.2,911.9,1050.6
478.8,561.9,510.8,571.5
119.1,230.3,208.6,213.6
14.9,52.7,46.7,40
5.2,4.6,3.7,3.7
4.9,0,0,0
5.8,0,0,0
4.5,0,0,0
4.8,0,0,0
5.3,0,0,0
3.9,0,0,0
4.1,0,0,0
3.8,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
3.5,0,0,0
2.7,0,0,0
2.8,0,0,0
2.8,0,0,0
3.5,0,0,0
3.4,0,0,0
2.7,0,0,0
2.7,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
3.5,0,0,0
3.5,0,0,0
2.9,0,0,0
3,0,0,0
3.7,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
3.7,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3.6,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
3.7,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
3.9,0,0,0
3.1,0,0,0
2.9,0,0,0
3.6,0,0,0
3.6,0,0,0
2.7,0,0,0
3.2,0,0,0
4,0,0,0
5.2,0,0,0
8,90.3,93.1,91.9
45.1,208.2,204,203.9
178.5,408.6,390.9,383.5
426,661.7,648.7,632.7
764.3,933.5,918.1,900.5
1113.6,1227.5,1276.9,1259.7
1448.4,1543.9,1657.7,1681.1
1782.2,1850,2021.8,2067
2135.1,2131,2303.4,2391.2
2430.3,2400.9,2599.4,2738
2597.5,2634.4,2852,3056.6
2717.8,2818.9,3045.5,3301.6
2849.8,2942.8,3154.9,3451.6
2930,3012.6,3227,3516.5
2911,3052.5,3264.6,3529.7
2867.4,3069,3278.9,3549.7
2795.5,3040.8,3233.7,3534.3
2763.3,2977.2,3165.3,3445.2
2711.8,2867.8,3054.3,3317.6
2617,2738.5,2923.8,3142.7
2475.5,2577.2,2765.9,2941.1
2339,2431.7,2610.1,2745.3
2225.4,2256.2,2425.9,2528.9
2115.9,2061.7,2231.5,2279.7
1963.1,1848,1906.9,2060.7
1789.7,1622.5,1700.3,1883.8
1593.6,1383.4,1463.8,1696.2
1373.5,1147.2,1214.9,1430.6
1162.5,935.3,993.6,1171
929.7,743.5,786.6,935
708.3,605.7,639,690.6
487.2,425,464.2,504.4
283.1,289.4,308.2,318.7
113,172.6,180.2,177.3
23.5,86.8,90.2,80.2
7.9,32.4,33.7,29
3.8,16.5,18,16.6
5.2,0,0,0
7.4,0,0,0
5.1,0,0,0
3.8,0,0,0
3.1,0,0,0
3,0,0,0
3,0,0,0
3.7,0,0,0
3.3,0,0,0
2.8,0,0,0
2.9,0,0,0
3.5,0,0,0
3.2,0,0,0
2.8,0,0,0
2.8,0,0,0
3.5,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
3.5,0,0,0
2.9,0,0,0
2.7,0,0,0
3.6,0,0,0
3.7,0,0,0
2.9,0,0,0
3.6,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
3.8,0,0,0
3.3,0,0,0
3,0,0,0
3.2,0,0,0
2.9,0,0,0
2.9,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.7,0,0,0
2.8,0,0,0
3.6,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
2.6,0,0,0
2.7,0,0,0
2.9,0,0,0
3.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.6,0,0,0
3.4,0,0,0
2.7,0,0,0
3.7,0,0,0
3.5,0,0,0
5.3,0.1,0.1,0.1
15.1,62.4,55,55.3
69.8,166.5,139.3,143.4
219.8,349.1,309.2,313
456.1,645.3,625.9,643.3
750.2,1048.2,1036.5,1067.2
1123.3,1524.3,1516.2,1580.4
1558.5,2024.4,2063.7,2192.4
1954.7,2549.7,2552.4,2543.8
2328.2,3065.8,3017.8,2981.9
2698.2,3577.8,3498.3,3487.9
3152.4,4073.1,3963.3,4019.4
3647.9,4524.2,4400.1,4572.8
4075.7,4925.7,4818.2,5025.2
4478.5,5277.5,5174.5,5345.4
4787.2,5583.7,5472.4,5654.9
5066.4,5840.6,5714.6,5917
5197.1,6024.4,5886.5,6132.2
5229.2,6141.9,5984.2,6254.6
5151.1,6188.5,5990.4,6250.8
5031.5,6180.2,5939.7,6161.5
4862.7,6061.5,5796.3,5946.5
4661.5,5895.3,5638.4,5615.5
4458.5,5647.2,5412.3,5334
4159.5,5342.3,5131.8,5003.2
3780,4992.9,4686.9,4616.9
3382.9,4578.1,4309.8,4199.3
2969.1,4095.8,3866.2,3708.4
2487.1,3581.1,3385.2,3179.1
2016.8,3031.7,2865.3,2637.5
1563.2,2455.3,2321.5,2060.7
1122.7,1849.1,1763.3,1518.7
703.5,1318.8,1269.6,977
364.9,852,818,593
150.3,485.8,456.1,300.8
45.6,210.3,196.8,106.9
11.4,50.4,51.2,29.8
4.3,2,10.9,9.6
3.5,0,0,0
4,0,0,0
3.3,0,0,0
4.1,0,0,0
3.7,0,0,0
3.1,0,0,0
3,0,0,0
6.7,0,0,0
4.3,0,0,0
2.8,0,0,0
3.3,0,0,0
4.1,0,0,0
3.6,0,0,0
3.5,0,0,0
2.9,0,0,0
3.5,0,0,0
3.5,0,0,0
2.8,0,0,0
2.8,0,0,0
3.6,0,0,0
2.9,0,0,0
2.7,0,0,0
2.8,0,0,0
3.4,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.7,0,0,0
2.8,0,0,0
2.9,0,0,0
3,0,0,0
3.6,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3.3,0,0,0
3,0,0,0
3,0,0,0
2.9,0,0,0
3.6,0,0,0
3.7,0,0,0
2.9,0,0,0
3,0,0,0
2.8,0,0,0
3.7,0,0,0
3.8,0,0,0
3.4,0,0,0
2.9,0,0,0
2.8,0,0,0
2.9,0,0,0
3.2,0,0,0
2.8,0,0,0
2.8,0,0,0
2.7,0,0,0
3.5,0,0,0
2.6,0,0,0
2.8,0,0,0
3.2,0,0,0
5.5,0.3,0.4,0.4
20.8,110.5,100.9,102.3
102.7,368,314.2,324.5
345.5,856.3,738.4,754.3
686.1,1514,1330,1347.3
1048.3,2267.4,1875.5,1876.7
1358.6,3133.6,2632.4,2530.3
1668.6,4052.1,3385.9,3152.4
2027.7,4946.7,4107.9,3727.3
2375.8,5770.1,4816.2,4339.7
2743.3,6540.6,5496.9,4889.8
3151.8,7247,6131.2,5427.3
3690.2,7900.6,6723.7,5705.6
4253,8496.5,7270,6198.2
4854.1,9065.2,7779.3,6469.3
5371.4,9563.9,8215.5,6945.2
5854.4,9983.4,8581.7,7385.1
6248.9,10241.6,8826.6,7714.5
6628.9,10392.4,9005.3,7966.8
6922.5,10407,9078.3,8098.8
7108.1,10323.8,9068.7,8150.2
7222.7,10123.8,8924.7,8114.9
7129.6,9843.4,8771.4,7684.9
7031.6,9438,8509.1,7595.3
6751.1,8944.7,8148.8,7285
6413.9,8394.6,7443,6871.5
5997,7768.4,6907.6,6449.3
5347.3,7033.1,6255.5,5894.7
4636.5,6209,5526,5222.6
3883.1,5308.6,4734,4482.1
3103,4339.9,3884.5,3671.6
2347.8,3338.6,3010.8,2857
1606.3,2369.7,2134.4,2078.2
961.5,1582.4,1442.9,1303.9
472.6,888.7,808.3,720.8
170.2,363.2,336,282.5
34.5,82.6,74.4,69.5
5.6,2.2,0.1,0.1
4.7,0,0,0
5.3,0,0,0
4.2,0,0,0
4,0,0,0
3.3,0,0,0
3.2,0,0,0
3,0,0,0
3.8,0,0,0
3.1,0,0,0
2.9,0,0,0
2.9,0,0,0
3.6,0,0,0
2.8,0,0,0
2.7,0,0,0
2.7,0,0,0
3.4,0,0,0
3.4,0,0,0
2.5,0,0,0
2.5,0,0,0
3.4,0,0,0
2.7,0,0,0
2.6,0,0,0
2.8,0,0,0
3.5,0,0,0
3.2,0,0,0
2.9,0,0,0
3,0,0,0
3.7,0,0,0
2.9,0,0,0
2.9,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
3,0,0,0
3.6,0,0,0
2.9,0,0,0
2.8,0,0,0
3.6,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
3.7,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
3.7,0,0,0
2.9,0,0,0
3.3,0,0,0
4.5,0,0,0
9.7,1.3,1.2,1.2
53.8,141.9,109.3,108.5
250.2,494.7,379.3,395.6
670.1,1090,891.9,903.3
1313.3,1857.5,1644.9,1645.7
2073.5,2767.6,2498.5,2480.5
2875.6,3733.1,3464.6,3384.9
3691.3,4825.8,4488.1,4345.1
4613.9,5951.8,5459.5,5368.6
5564.3,7029.1,6390,6377.8
6540.5,8058.6,7261.9,7384.9
7472.7,9027.1,8064.6,8289.8
8392.2,9948.2,8829.7,8991.4
9203.8,10799.5,9510.2,9847.3
9986.6,11611.1,10119.4,10513.3
10705.1,12341.1,10678.7,11193.2
11423.2,12917.8,11146.2,11702.5
11939.8,13237.4,11450.3,11993.5
12311.7,13391.9,11619.7,12143.5
12518.3,13413.4,11660.8,12220.1
12701,13321.6,11601.4,12193
12757.8,13037.3,11371.1,11993.2
12514.5,12637.6,11044.1,11510.4
12140.4,12090.9,10580,11106.5
11633.9,11429.4,10020.8,10637.2
10965,10662,9261.1,10018.4
10209.9,9773,8505.3,9292.9
9286.5,8771.5,7642.7,8446.3
8112.4,7683.2,6711.9,7536
6995.8,6563.7,5741.6,6508.5
5644,5374.5,4716.4,5351.1
4237.6,4174.9,3678,4163.6
2926.3,3008.2,2637.3,3059.8
1769.1,2063.1,1815.2,1967.6
881.5,1166.7,1034.7,1164.1
321.2,491.1,429.8,506
65.5,127.6,102.9,150.9
8.3,11.9,6.5,35.3
4.6,0,0,0
6.8,0,0,0
6.3,0,0,0
7.2,0,0,0
7.2,0,0,0
7,0,0,0
5.4,0,0,0
7.2,0,0,0
4.1,0,0,0
3,0,0,0
3,0,0,0
3.7,0,0,0
3.5,0,0,0
3,0,0,0
3,0,0,0
3.7,0,0,0
3.4,0,0,0
2.9,0,0,0
3,0,0,0
3.8,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
3.4,0,0,0
3.4,0,0,0
3,0,0,0
3.1,0,0,0
3.8,0,0,0
3.4,0,0,0
3,0,0,0
3.1,0,0,0
3.7,0,0,0
3,0,0,0
3.1,0,0,0
3.1,0,0,0
3.7,0,0,0
3.3,0,0,0
3,0,0,0
3,0,0,0
3.7,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3.7,0,0,0
3,0,0,0
3,0,0,0
3.1,0,0,0
3,0,0,0
3.1,0,0,0
3,0,0,0
3,0,0,0
2.9,0,0,0
3.6,0,0,0
3.6,0,0,0
2.9,0,0,0
2.9,0,0,0
3.1,0,0,0
3.5,0,0,0
21.3,2.5,2.5,2.5
102.2,134,137.8,131.6
586.2,519.1,477.6,464.3
1225.6,1137.3,1069.9,1054
2028.3,1884.2,1821.1,1796.2
2838.2,2713.9,2662,2823
3593.3,3574.2,3575.9,3910.8
4204.5,4466.7,4454.1,4847.2
4983.4,5296,5254.7,5788.1
5668.5,6049.5,5974.8,6506.9
6246.8,6730.2,6634.2,7073.2
6805.2,7299.6,7195.2,7689.1
7227.1,7764,7660.7,8139.2
7466.5,8145.2,8045.3,8423.6
7597.2,8437.4,8342.9,8578
7479.8,8632.9,8522,8673.6
7278.5,8721.4,8599.1,8775.1
7133,8720.7,8581.3,8822.9
6995.6,8640.8,8500.3,8722.9
6988.7,8504.2,8357.6,8642.4
7097.3,8326.3,8195.1,8478.8
7093.6,8103.6,8031.6,8305.9
7032.1,7833.7,7803,8023.6
6937.9,7511.8,7516.9,7916.8
6770.9,7147.6,7189.6,7632.9
6537.9,6715,6500.4,7344.8
6296.5,6198.9,6057.4,7021.7
5954.1,5578.5,5498.8,6519.7
5365.1,4873.9,4845.3,5602
4734.2,4126.7,4144.6,4826.4
3979.2,3351.7,3405.5,4021.3
3189.7,2568.1,2643.4,3215.4
2368.4,1847.1,1911,2464
1541.7,1213.7,1286.1,1606.2
787.5,695.3,748.9,971.2
266,288.9,318.1,444.2
56.2,77,79.2,138
8.8,12.5,6.5,33.9
3.8,0,0,0
3.7,0,0,0
4.5,0,0,0
4.2,0,0,0
3.4,0,0,0
4.1,0,0,0
3.1,0,0,0
3.7,0,0,0
3.5,0,0,0
2.9,0,0,0
2.9,0,0,0
4.7,0,0,0
2.9,0,0,0
2.8,0,0,0
2.9,0,0,0
3.6,0,0,0
3.5,0,0,0
2.7,0,0,0
2.7,0,0,0
3.6,0,0,0
3.5,0,0,0
2.8,0,0,0
2.9,0,0,0
3.5,0,0,0
2.9,0,0,0
3.3,0,0,0
3,0,0,0
3.7,0,0,0
3,0,0,0
3,0,0,0
3.1,0,0,0
3.7,0,0,0
3,0,0,0
3,0,0,0
3.1,0,0,0
3.4,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
2.9,0,0,0
2.8,0,0,0
2.7,0,0,0
2.7,0,0,0
2.6,0,0,0
2.7,0,0,0
2.6,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
3.1,0,0,0
4,0,0,0
3,0,0,0
3.1,0,0,0
3.3,0,0,0
4.1,0,0,0
3,0,0,0
3.4,0,0,0
6.4,0,0,0
18.2,1.5,1.6,1.7
87.3,62.3,69.5,70.1
219.2,198,177.1,171.2
394.5,406,360.9,357.1
603.6,665.2,615,647.9
828.8,982.3,947.6,1028.3
1098.3,1331.9,1333.2,1382.5
1360.9,1668.8,1714.8,1698.9
1646.8,2005.5,2023.5,1983.3
1992.3,2340,2316.2,2213.5
2372.2,2653.1,2616.3,2467.7
2730.9,2927.8,2903.9,2756.6
3101.5,3153.2,3178.5,3030.6
3450.8,3356.9,3471.6,3375.9
3842.5,3551,3755.8,3642.2
4159.9,3690.8,3975.4,3970.9
4409.1,3768.3,4126.5,4231.7
4622.5,3786.8,4236.2,4399.1
4770.7,3782.6,4284.4,4498.7
4756.6,3717.5,4254.5,4592.5
4768.7,3620.2,4177.2,4575.4
4895.9,3482.3,4068.3,4407.4
4868.2,3346.6,3957.8,4232
4691.3,3176.2,3803.1,4012.4
4355.9,2984,3617.5,3751.7
4049.9,2778.6,3100.9,3486.8
3706.6,2560.6,2843.9,3219.2
3290.7,2306.2,2529.2,2888.4
2831.7,2019.9,2179.2,2613.4
2355.8,1723.5,1827.7,2156.3
1873.6,1430.5,1490.7,1747.1
1393.7,1139.4,1154.8,1329.7
940.3,865.8,850.2,920.8
562.5,601.9,570.2,570.8
274.2,370.3,339.3,331
91,185.4,165.6,146.5
26.5,66.5,57.8,47.2
7,9.9,9.6,9.2
3.9,0.2,0.3,0
3.5,0,0,0
4.5,0,0,0
5.7,0,0,0
5.9,0,0,0
7.4,0,0,0
5.5,0,0,0
7.1,0,0,0
3,0,0,0
2.7,0,0,0
2.8,0,0,0
3.4,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
3.5,0,0,0
2.7,0,0,0
2.8,0,0,0
2.8,0,0,0
3.5,0,0,0
2.9,0,0,0
3.3,0,0,0
2.9,0,0,0
3.5,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
3.4,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3.7,0,0,0
3,0,0,0
3.1,0,0,0
3.2,0,0,0
3.1,0,0,0
3.1,0,0,0
3.2,0,0,0
3.3,0,0,0
3.1,0,0,0
3.2,0,0,0
3.9,0,0,0
3.2,0,0,0
3.2,0,0,0
3.2,0,0,0
3.1,0,0,0
3.9,0,0,0
3.2,0,0,0
3.2,0,0,0
4,0,0,0
